sighi_idx;sighi_keyword;sighi_score;sighi_category;sighi_source_ref;candidates_top5
274;Rettiche und Radieschen (Gattung Raphanus), milde;0;Gemüse;SIGHI_FoodList_2024-08-29_p12_r27;"169276|Radieschen, roh|Radishes, raw ;; 1629429|(MILDE) SAUCE, MILD|(MILD) SAUCE, MILD ;; 2747665|Radieschen, rot, roh|Radishes, red, raw ;; 170095|Radieschensamen, gekeimt, roh|Radish seeds, sprouted, raw ;; 168451|Radieschen, orientalisch, roh|Radishes, oriental, raw"
275;Rettiche und Radieschen (Gattung Raphanus),;1;Gemüse;SIGHI_FoodList_2024-08-29_p12_r29;"169276|Radieschen, roh|Radishes, raw ;; 2747665|Radieschen, rot, roh|Radishes, red, raw ;; 170095|Radieschensamen, gekeimt, roh|Radish seeds, sprouted, raw ;; 168451|Radieschen, orientalisch, roh|Radishes, oriental, raw ;; 170081|Radieschen, weißer Eiszapfen, roh|Radishes, white icicle, raw"
276;Rosenkohl;1;Gemüse;SIGHI_FoodList_2024-08-29_p12_r31;"2685575|Rosenkohl, roh|Brussels sprouts, raw ;; 170383|Rosenkohl, roh|Brussels sprouts, raw ;; 169972|Rosenkohl, gefroren, nicht zubereitet|Brussels sprouts, frozen, unprepared ;; 168513|Rosenkohl, gekocht, gekocht, abgetropft, mit Salz|Brussels sprouts, cooked, boiled, drained, with salt ;; 169971|Rosenkohl, gegart, gekocht, abgetropft, ohne Salz|Brussels sprouts, cooked, boiled, drained, without salt"
277;Rote Bete, Rote Beete;0;Gemüse;SIGHI_FoodList_2024-08-29_p12_r32;"2747653|Rote Bete, roh|Beet greens, raw ;; 2685576|Rote Bete, roh|Beets, raw ;; 170375|Rote Bete, roh|Beet greens, raw ;; 169145|Rote Bete, roh|Beets, raw ;; 169146|Rote Bete, gekocht, abgetropft|Beets, cooked, boiled, drained"
278;Rotkohl, Rotkraut;0;Gemüse;SIGHI_FoodList_2024-08-29_p12_r33;"2346408|Kohl, rot, roh|Cabbage, red, raw ;; 169977|Kohl, rot, roh|Cabbage, red, raw ;; 168515|Kohl, rot, gekocht, gekocht, abgetropft, mit Salz|Cabbage, red, cooked, boiled, drained, with salt ;; 169978|Kohl, rot, gekocht, gekocht, abgetropft, ohne Salz|Cabbage, red, cooked, boiled, drained, without salt ;; 1972771|""GEBRATENER REIS"" BLUMENKOHLSTREUSEL, GEHACKTER BLUMENKOHL, KAROTTEN, SELLERIE, ZWIEBELN UND BROKKOLI IN EINER SÜSSEN TERIYAKI-SAUCE MIT KNOBLAUCH-INGWER-WONTON-STREIFEN VEGGIE BOWL, BLUMENKOHLSTREUSEL|""""FRIED RICE"""" CAULIFLOWER CRUMBLES CHOPPED CAULIFLOWER, CARROTS, CELERY, ONION & BROCCOLI IN A SWEET TERIYAKI SAUCE WITH GARLIC-GINGER WONTON STRIPS VEGGIE BOWL, CAULIFLOWER CRUMBLES"
279;Rucola, Rukola;2;Gemüse;SIGHI_FoodList_2024-08-29_p12_r34;"169387|Rucola, roh|Arugula, raw ;; 2710822|Rucola, Baby, roh|Arugula, baby, raw ;; 2608848|(GRÜN) HAUS-CAESAR-SALAT MIT KNACKIGEN GRÜNEN BLÄTTERN, RÖMERSALAT UND RUCOLA, GERIEBENEM SCHARFEN PARMESANKÄSE UND KNUSPRIGEN KNOBLAUCH-PARMESAN-CROUTONS|(GREEN) HOUSE CAESAR CRUNCHY GREEN LEAF, ROMAINE LETTUCE AND ARUGULA, SHREDDED SHARP PARMESAN CHEESE, AND CRISPY GARLIC PARMESAN CROUTONS SALAD KIT"
280;Rüebli;0;Gemüse;SIGHI_FoodList_2024-08-29_p12_r35;
281;Salat: Blattsalate;0;Gemüse;SIGHI_FoodList_2024-08-29_p12_r36;"169219|Mais-Salat, roh|Cornsalad, raw ;; 170340|KFC, Krautsalat|KFC, Coleslaw ;; 169990|Dinkelsalat, roh|Celtuce, raw ;; 169023|DENNY'S, Krautsalat|DENNY'S, coleslaw ;; 172087|POPEYES, Krautsalat|POPEYES, Coleslaw"
282;Salzgurken;2;Gemüse;SIGHI_FoodList_2024-08-29_p12_r37;
283;Saubohne (Vicia faba);2;Gemüse;SIGHI_FoodList_2024-08-29_p12_r39;
284;Sauerkraut;3;Gemüse;SIGHI_FoodList_2024-08-29_p12_r40;"2629440|HAUSMACHER-SAUERKRAUT|HOMESTYLE SAUERKRAUT ;; 171168|Bratensoße, Sauerkraut, Konserven|Gravy, au jus, canned ;; 169279|Sauerkraut, in Dosen, fest und flüssig|Sauerkraut, canned, solids and liquids"
285;Schmalblättriger Doppelsame, Rucola;2;Gemüse;SIGHI_FoodList_2024-08-29_p12_r41;"169387|Rucola, roh|Arugula, raw ;; 2710822|Rucola, Baby, roh|Arugula, baby, raw ;; 2608848|(GRÜN) HAUS-CAESAR-SALAT MIT KNACKIGEN GRÜNEN BLÄTTERN, RÖMERSALAT UND RUCOLA, GERIEBENEM SCHARFEN PARMESANKÄSE UND KNUSPRIGEN KNOBLAUCH-PARMESAN-CROUTONS|(GREEN) HOUSE CAESAR CRUNCHY GREEN LEAF, ROMAINE LETTUCE AND ARUGULA, SHREDDED SHARP PARMESAN CHEESE, AND CRISPY GARLIC PARMESAN CROUTONS SALAD KIT"
286;Schnittsellerie;0;Gemüse;SIGHI_FoodList_2024-08-29_p12_r42;
287;Schweinsbohne (Vicia faba);2;Gemüse;SIGHI_FoodList_2024-08-29_p12_r43;
288;Sellerie: Knollensellerie (Apium graveolens var.;0;Gemüse;SIGHI_FoodList_2024-08-29_p12_r44;"170400|Knollensellerie, roh|Celeriac, raw ;; 169341|Knollensellerie, gekocht, abgetropft, mit Salz|Celeriac, cooked, boiled, drained, with salt ;; 169987|Knollensellerie, gegart, gekocht, abgetropft, ohne Salz|Celeriac, cooked, boiled, drained, without salt ;; 2346405|Sellerie, roh|Celery, raw ;; 169988|Sellerie, roh|Celery, raw"
289;Sellerie: Schnittsellerie (Apium graveolens var.;0;Gemüse;SIGHI_FoodList_2024-08-29_p12_r46;"2346405|Sellerie, roh|Celery, raw ;; 169988|Sellerie, roh|Celery, raw ;; 170400|Knollensellerie, roh|Celeriac, raw ;; 170920|Gewürze, Selleriesamen|Spices, celery seed ;; 169124|Ananas, roh, alle Sorten|Pineapple, raw, all varieties"
290;Sellerie: Staudensellerie (Apium graveolens var.;0;Gemüse;SIGHI_FoodList_2024-08-29_p12_r48;"2346405|Sellerie, roh|Celery, raw ;; 169988|Sellerie, roh|Celery, raw ;; 170400|Knollensellerie, roh|Celeriac, raw ;; 170920|Gewürze, Selleriesamen|Spices, celery seed ;; 169124|Ananas, roh, alle Sorten|Pineapple, raw, all varieties"
291;Senfkohl, Pak Choi;0;Gemüse;SIGHI_FoodList_2024-08-29_p12_r50;"170390|Kohl, chinesisch (pak-choi), roh|Cabbage, chinese (pak-choi), raw ;; 168517|Kohl, chinesisch (pak-choi), gekocht, abgetropft, mit Salz|Cabbage, chinese (pak-choi), cooked, boiled, drained, with salt ;; 170391|Kohl, chinesisch (Pak-Choi), gekocht, abgetropft, ohne Salz|Cabbage, chinese (pak-choi), cooked, boiled, drained, without salt ;; 169397|Essiggurken, Chowchow, mit Blumenkohl-Zwiebel-Senf, süß|Pickles, chowchow, with cauliflower onion mustard, sweet ;; 172337|Öl, Senf|Oil, mustard"
292;Soja (Sojabohne, Sojamehl);2;Gemüse;SIGHI_FoodList_2024-08-29_p12_r51;"172444|Sojamehl, fettarm|Soy flour, low-fat ;; 169083|Sojabohnen, Quark|Soybean, curd cheese ;; 174275|Sojamehl, entfettet|Soy flour, defatted ;; 1104766|Mehl, Soja, Vollfett|Flour, soy, full-fat ;; 1104705|Mehl, Soja, entfettet|Flour, soy, defatted"
293;Sojasprossen [irrtümliche Bezeichnung. Korrekt:;?;Gemüse;SIGHI_FoodList_2024-08-29_p12_r52;
294;Spalterbsen, Gartenerbsen;1;Gemüse;SIGHI_FoodList_2024-08-29_p12_r54;
295;Spargel;0;Gemüse;SIGHI_FoodList_2024-08-29_p12_r55;"168389|Spargel, roh|Asparagus, raw ;; 2710823|Spargel, grün, roh|Asparagus, green, raw ;; 169208|Spargel, gefroren, nicht zubereitet|Asparagus, frozen, unprepared ;; 168390|Spargel, gekocht, gekocht, abgetropft|Asparagus, cooked, boiled, drained ;; 171537|Spargelcremesuppe, Konserven, kondensiert|Soup, cream of asparagus, canned, condensed"
296;Speiserübe;1;Gemüse;SIGHI_FoodList_2024-08-29_p12_r56;
297;Spinat;2;Gemüse;SIGHI_FoodList_2024-08-29_p12_r57;"168462|Spinat, roh|Spinach, raw ;; 1999632|Spinat, Baby|Spinach, baby ;; 1999633|Spinat, reif|Spinach, mature ;; 170494|Spinat-Soufflé|Spinach souffle ;; 169400|Malabarspinat, gekocht|Malabar spinach, cooked"
298;Sprossenkohl, Rosenkohl;1;Gemüse;SIGHI_FoodList_2024-08-29_p13_r13;"2685575|Rosenkohl, roh|Brussels sprouts, raw ;; 170383|Rosenkohl, roh|Brussels sprouts, raw ;; 169972|Rosenkohl, gefroren, nicht zubereitet|Brussels sprouts, frozen, unprepared ;; 168513|Rosenkohl, gekocht, gekocht, abgetropft, mit Salz|Brussels sprouts, cooked, boiled, drained, with salt ;; 169971|Rosenkohl, gegart, gekocht, abgetropft, ohne Salz|Brussels sprouts, cooked, boiled, drained, without salt"
299;Stangensellerie, Staudensellerie;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r14;
300;Staudensellerie;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r15;
301;Tomaten;2;Gemüse;SIGHI_FoodList_2024-08-29_p13_r16;"170461|Tomatenpulver|Tomato powder ;; 171424|Öl, Tomatensaft|Oil, tomatoseed ;; 170456|Tomaten, grün, roh|Tomatoes, green, raw ;; 170096|Tomaten, gelb, roh|Tomatoes, yellow, raw ;; 170502|Tomaten, orange, roh|Tomatoes, orange, raw"
302;Topinambur;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r17;169236|Topinambur, roh|Jerusalem-artichokes, raw
303;Vogerlsalat;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r19;
304;Weisskohl, Weisskabis, Weisskraut, Weißkohl,;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r20;"2603373|KOHLENHYDRATARMER WEISSMEHL-WRAP NACH TRADITIONELLER ART|LOW CARB TRADITIONAL STYLE WHITE FLOUR WRAP ;; 169975|Kohl, roh|Cabbage, raw ;; 170392|Kohl, Kimchi|Cabbage, kimchi ;; 323505|Grünkohl, roh|Kale, raw ;; 168421|Grünkohl, roh|Kale, raw"
305;Welschkohl, Welschkraut, Wirsing;1;Gemüse;SIGHI_FoodList_2024-08-29_p13_r22;"170388|Kohl, Wirsing, roh|Cabbage, savoy, raw ;; 168516|Kohl, Wirsing, gekocht, abgetropft, mit Salz|Cabbage, savoy, cooked, boiled, drained, with salt ;; 170389|Wirsingkohl, gekocht, gekocht, abgetropft, ohne Salz|Cabbage, savoy, cooked, boiled, drained, without salt ;; 169975|Kohl, roh|Cabbage, raw ;; 170392|Kohl, Kimchi|Cabbage, kimchi"
306;Wilde Rauke, Rucola;2;Gemüse;SIGHI_FoodList_2024-08-29_p13_r23;"169387|Rucola, roh|Arugula, raw ;; 2710822|Rucola, Baby, roh|Arugula, baby, raw ;; 2608848|(GRÜN) HAUS-CAESAR-SALAT MIT KNACKIGEN GRÜNEN BLÄTTERN, RÖMERSALAT UND RUCOLA, GERIEBENEM SCHARFEN PARMESANKÄSE UND KNUSPRIGEN KNOBLAUCH-PARMESAN-CROUTONS|(GREEN) HOUSE CAESAR CRUNCHY GREEN LEAF, ROMAINE LETTUCE AND ARUGULA, SHREDDED SHARP PARMESAN CHEESE, AND CRISPY GARLIC PARMESAN CROUTONS SALAD KIT"
307;Wirsing, Wirz, Wirsingkohl, Welschkohl,;1;Gemüse;SIGHI_FoodList_2024-08-29_p13_r24;"170388|Kohl, Wirsing, roh|Cabbage, savoy, raw ;; 168516|Kohl, Wirsing, gekocht, abgetropft, mit Salz|Cabbage, savoy, cooked, boiled, drained, with salt ;; 170389|Wirsingkohl, gekocht, gekocht, abgetropft, ohne Salz|Cabbage, savoy, cooked, boiled, drained, without salt ;; 169975|Kohl, roh|Cabbage, raw ;; 170392|Kohl, Kimchi|Cabbage, kimchi"
308;Würzsellerie, Schnittsellerie;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r26;
309;Zichorie: Salatzichorie, Chicorée;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r27;"169992|Chicorée-Gemüse, roh|Chicory greens, raw ;; 169993|Chicorée-Wurzeln, roh|Chicory roots, raw ;; 170404|Chicoree, Chicorée, roh|Chicory, witloof, raw ;; 171897|Getränke, Kaffee, löslich, mit Zichorie|Beverages, coffee, instant, with chicory ;; 174134|Getränke, Kaffee, Instantkaffee, Zichorie|Beverages, coffee, instant, chicory"
310;Zucchini, Zucchetti;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r28;"168565|Kürbis, Zucchini, Baby, roh|Squash, zucchini, baby, raw ;; 169291|Kürbis, Sommer, Zucchini, mit Schale, roh|Squash, summer, zucchini, includes skin, raw ;; 2685568|Kürbis, Sommer, grün, Zucchini, mit Schale, roh|Squash, summer, green, zucchini, includes skin, raw ;; 168471|Kürbis, Sommer, Zucchini, italienische Art, Konserven|Squash, summer, zucchini, italian style, canned ;; 168469|Kürbis, Sommer, Zucchini, mit Schale, tiefgefroren, unzubereitet|Squash, summer, zucchini, includes skin, frozen, unprepared"
311;Zuckererbse, Zuckerschote;1;Gemüse;SIGHI_FoodList_2024-08-29_p13_r29;
312;Zwiebel: alle anderen, hier nicht als verträglich;1;Gemüse;SIGHI_FoodList_2024-08-29_p13_r30;"170412|Zwiebeln, gefroren, ganz, nicht zubereitet|Onions, frozen, whole, unprepared ;; 173916|Getreide, Grieß, nicht angereichert, trocken|Cereals, farina, unenriched, dry ;; 170569|Nüsse, Paranüsse, getrocknet, nicht blanchiert|Nuts, brazilnuts, dried, unblanched ;; 170020|Erbsen und Zwiebeln, gefroren, nicht zubereitet|Peas and onions, frozen, unprepared ;; 172981|Verzehrfertige Cerealien, HEALTH VALLEY, FIBER 7 Flakes|Cereals ready-to-eat, HEALTH VALLEY, FIBER 7 Flakes"
313;Zwiebel: Milde Zwiebeln der Cevennen;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r32;"170000|Zwiebeln, roh|Onions, raw ;; 790577|Zwiebeln, rot, roh|Onions, red, raw ;; 170008|Zwiebeln, süß, roh|Onions, sweet, raw ;; 1104962|Zwiebeln, weiß, roh|Onions, white, raw ;; 790646|Zwiebeln, gelb, roh|Onions, yellow, raw"
314;Zwiebel: Tropea-Zwiebel;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r34;"170000|Zwiebeln, roh|Onions, raw ;; 790577|Zwiebeln, rot, roh|Onions, red, raw ;; 170008|Zwiebeln, süß, roh|Onions, sweet, raw ;; 1104962|Zwiebeln, weiß, roh|Onions, white, raw ;; 790646|Zwiebeln, gelb, roh|Onions, yellow, raw"
315;Zwiebel: Weisse Zwiebel, Weiße Zwiebel;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r35;"170000|Zwiebeln, roh|Onions, raw ;; 790577|Zwiebeln, rot, roh|Onions, red, raw ;; 170008|Zwiebeln, süß, roh|Onions, sweet, raw ;; 1104962|Zwiebeln, weiß, roh|Onions, white, raw ;; 790646|Zwiebeln, gelb, roh|Onions, yellow, raw"
316;Ährige Minze (Mentha spicata);0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r37;"173475|Minze, frisch|Spearmint, fresh ;; 172239|Krauseminze, getrocknet|Spearmint, dried ;; 2583374|KETOFREUNDLICHE SCHOKOLADEN-MINZ-SANDWICH-KEKSE, SCHOKOLADE; MINZE|KETO FRIENDLY CHOCOLATE MINT SANDWICH COOKIES, CHOCOLATE; MINT"
317;Bärlauch (Allium ursinum);1;Gemüse;SIGHI_FoodList_2024-08-29_p13_r38;
318;Basilikum;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r39;"172232|Basilikum, frisch|Basil, fresh ;; 2581266|TOMATEN-BASILIKUM-NUDELSAUCE|TOMATO BASIL  PASTA SAUCE ;; 171317|Gewürze, Basilikum, getrocknet|Spices, basil, dried ;; 171582|Sauce, Pesto, CLASSICO, Basilikum-Pesto, servierfertig|Sauce, pesto, CLASSICO, basil pesto, ready-to-serve ;; 171581|Sauce, Pesto, BUITONI, Pesto mit Basilikum, servierfertig, gekühlt|Sauce, pesto, BUITONI, pesto with basil, ready-to-serve, refrigerated"
319;Bockshornklee;2;Gemüse;SIGHI_FoodList_2024-08-29_p13_r40;171324|Gewürze, Bockshornkleesamen|Spices, fenugreek seed
320;Bohnenkraut (Satureja hortensis, Satureja montana);0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r41;170936|Gewürze, Bohnenkraut, gemahlen|Spices, savory, ground
321;Dill, Dillkraut, Dillfenchel;1;Gemüse;SIGHI_FoodList_2024-08-29_p13_r42;"172233|Dillkraut, frisch|Dill weed, fresh ;; 171322|Gewürze, Dillkraut, getrocknet|Spices, dill weed, dried ;; 167759|Sapodilla, roh|Sapodilla, raw ;; 1964067|""""CHEEZY"""" DILL|""""CHEEZY"""" DILL ;; 170925|Gewürze, Dillsamen|Spices, dill seed"
322;Dorst, Dost, Gemeiner Dost, Dostenkraut, Oregano;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r43;"171328|Gewürze, Oregano, getrocknet|Spices, oregano, dried ;; 2146060|(MEXIKANISCHER) OREGANO, MEXIKANISCH|(MEXICAN) OREGANO, MEXICAN ;; 173709|Fisch, Thunfisch, leicht, in Wasser eingedost, abgetropft (einschließlich Lebensmittel für das Food Distribution Program des USDA)|Fish, tuna, light, canned in water, drained solids (Includes foods for USDA's Food Distribution Program)"
323;Echter Dost (Origanum vulgare), Oregano;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r44;"171328|Gewürze, Oregano, getrocknet|Spices, oregano, dried ;; 2607109|ECHTER FASSGEREIFTER FETA-KÄSE|AUTHENTIC BARREL RIPENED FETA CHEESE ;; 2146060|(MEXIKANISCHER) OREGANO, MEXIKANISCH|(MEXICAN) OREGANO, MEXICAN ;; 175156|Fisch, Thunfisch, frisch, Echter Bonito, roh|Fish, tuna, fresh, skipjack, raw ;; 172005|Fisch, Thunfisch, Echter Bonito, frisch, gekocht, trockene Hitze|Fish, tuna, skipjack, fresh, cooked, dry heat"
324;Echter Kerbel, Gartenkerbel (Anthriscus cerefolium);0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r45;"171318|Gewürze, Kerbel, getrocknet|Spices, chervil, dried ;; 2607109|ECHTER FASSGEREIFTER FETA-KÄSE|AUTHENTIC BARREL RIPENED FETA CHEESE ;; 175156|Fisch, Thunfisch, frisch, Echter Bonito, roh|Fish, tuna, fresh, skipjack, raw ;; 172005|Fisch, Thunfisch, Echter Bonito, frisch, gekocht, trockene Hitze|Fish, tuna, skipjack, fresh, cooked, dry heat"
325;Gartenkerbe, Echter Kerbel (Anthriscus cerefolium);0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r46;"171318|Gewürze, Kerbel, getrocknet|Spices, chervil, dried ;; 2607109|ECHTER FASSGEREIFTER FETA-KÄSE|AUTHENTIC BARREL RIPENED FETA CHEESE ;; 175156|Fisch, Thunfisch, frisch, Echter Bonito, roh|Fish, tuna, fresh, skipjack, raw ;; 172005|Fisch, Thunfisch, Echter Bonito, frisch, gekocht, trockene Hitze|Fish, tuna, skipjack, fresh, cooked, dry heat"
326;Grüne Minze (Mentha spicata);0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r47;"173475|Minze, frisch|Spearmint, fresh ;; 172239|Krauseminze, getrocknet|Spearmint, dried ;; 169249|Kopfsalat, grünes Blatt, roh|Lettuce, green leaf, raw ;; 2096414|""""HATCH"""" GRÜNER CHILI-FIESTA-MIX|""""HATCH"""" GREEN CHILE FIESTA MIX ;; 169057|Salatdressing, grüne Göttin, normal|Salad dressing, green goddess, regular"
327;Gurkenkraut, Dill (Anethum graveolens);1;Gemüse;SIGHI_FoodList_2024-08-29_p13_r48;"167759|Sapodilla, roh|Sapodilla, raw ;; 1964067|""""CHEEZY"""" DILL|""""CHEEZY"""" DILL ;; 172233|Dillkraut, frisch|Dill weed, fresh ;; 170925|Gewürze, Dillsamen|Spices, dill seed ;; 2571301|PIZZABRÖTCHEN EMPANADILLAS|PIZZA TURNOVERS EMPANADILLAS"
328;Kerbel, Echter Kerbel, Gartenkerbel (Anthriscus;0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r49;"171318|Gewürze, Kerbel, getrocknet|Spices, chervil, dried ;; 2607109|ECHTER FASSGEREIFTER FETA-KÄSE|AUTHENTIC BARREL RIPENED FETA CHEESE ;; 175156|Fisch, Thunfisch, frisch, Echter Bonito, roh|Fish, tuna, fresh, skipjack, raw ;; 172005|Fisch, Thunfisch, Echter Bonito, frisch, gekocht, trockene Hitze|Fish, tuna, skipjack, fresh, cooked, dry heat"
329;Kleesorten (Trigonella- und Trifolium-Arten);2;Gemüse;SIGHI_FoodList_2024-08-29_p13_r51;"168407|Kresse, Garten, roh|Cress, garden, raw ;; 172430|Erdnüsse, alle Arten, roh|Peanuts, all types, raw ;; 174193|Fisch, Aal, gemischte Arten, roh|Fish, eel, mixed species, raw ;; 173697|Fisch, Hai, gemischte Arten, roh|Fish, shark, mixed species, raw ;; 167961|Snacks, Schweineschwarten, glatt|Snacks, pork skins, plain"
330;Krause Minze (Mentha spicata);0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r52;"172239|Krauseminze, getrocknet|Spearmint, dried ;; 173475|Minze, frisch|Spearmint, fresh ;; 2583374|KETOFREUNDLICHE SCHOKOLADEN-MINZ-SANDWICH-KEKSE, SCHOKOLADE; MINZE|KETO FRIENDLY CHOCOLATE MINT SANDWICH COOKIES, CHOCOLATE; MINT"
331;Marokkanische Minze (Mentha spicata);0;Gemüse;SIGHI_FoodList_2024-08-29_p13_r53;"173475|Minze, frisch|Spearmint, fresh ;; 172239|Krauseminze, getrocknet|Spearmint, dried ;; 171182|SMART SOUP, Marokkanische Kichererbse|SMART SOUP, Moroccan Chick Pea ;; 2583374|KETOFREUNDLICHE SCHOKOLADEN-MINZ-SANDWICH-KEKSE, SCHOKOLADE; MINZE|KETO FRIENDLY CHOCOLATE MINT SANDWICH COOKIES, CHOCOLATE; MINT"
332;Minze: Grüne Minze (Mentha spicata);0;Gemüse;SIGHI_FoodList_2024-08-29_p14_r13;"173475|Minze, frisch|Spearmint, fresh ;; 172239|Krauseminze, getrocknet|Spearmint, dried ;; 169249|Kopfsalat, grünes Blatt, roh|Lettuce, green leaf, raw ;; 2096414|""""HATCH"""" GRÜNER CHILI-FIESTA-MIX|""""HATCH"""" GREEN CHILE FIESTA MIX ;; 169057|Salatdressing, grüne Göttin, normal|Salad dressing, green goddess, regular"
333;Müllerkraut, Oregano;0;Gemüse;SIGHI_FoodList_2024-08-29_p14_r14;"171328|Gewürze, Oregano, getrocknet|Spices, oregano, dried ;; 2146060|(MEXIKANISCHER) OREGANO, MEXIKANISCH|(MEXICAN) OREGANO, MEXICAN"
334;Nanaminze (Mentha spicata);0;Gemüse;SIGHI_FoodList_2024-08-29_p14_r15;
335;Oregano;0;Gemüse;SIGHI_FoodList_2024-08-29_p14_r16;"171328|Gewürze, Oregano, getrocknet|Spices, oregano, dried ;; 2146060|(MEXIKANISCHER) OREGANO, MEXIKANISCH|(MEXICAN) OREGANO, MEXICAN"
336;Petersilie;0;Gemüse;SIGHI_FoodList_2024-08-29_p14_r17;"170416|Petersilie, frisch|Parsley, fresh ;; 170486|Petersilie, gefriergetrocknet|Parsley, freeze-dried ;; 170930|Gewürze, Petersilie, getrocknet|Spices, parsley, dried"
337;Pfefferminze;0;Gemüse;SIGHI_FoodList_2024-08-29_p14_r18;
338;Rosmarin;0;Gemüse;SIGHI_FoodList_2024-08-29_p14_r19;"173473|Rosmarin, frisch|Rosemary, fresh ;; 171333|Gewürze, Rosmarin, getrocknet|Spices, rosemary, dried ;; 2604504|NATURBELASSENER ROSMARIN-OLIVENÖL-BASMATI-REIS, ROSMARIN, OLIVENÖL|ALL NATURAL ROSEMARY & OLIVE OIL BASMATI RICE, ROSEMARY; OLIVE OIL"
339;Salbei: Echte Salbei, Garten-Salbei, Küchensalbei;0;Gemüse;SIGHI_FoodList_2024-08-29_p14_r20;"167781|Kandierte Früchte|Candied fruit ;; 168407|Kresse, Garten, roh|Cress, garden, raw ;; 170402|Chayote, Früchte, roh|Chayote, fruit, raw ;; 327046|Kiwifrüchte, grün, roh|Kiwifruit, green, raw ;; 168153|Kiwifrüchte, grün, roh|Kiwifruit, green, raw"
340;Schabzigerklee;2;Gemüse;SIGHI_FoodList_2024-08-29_p14_r22;
341;Schnittlauch;1;Gemüse;SIGHI_FoodList_2024-08-29_p14_r23;"169994|Schnittlauch, roh|Chives, raw ;; 170075|Schnittlauch, gefriergetrocknet|Chives, freeze-dried ;; 2670362|""SAUERRAHM & SCHNITTLAUCH GEKEIMTE CASHEWS, SAUERRAHM & SCHNITTLAUCH|""SOUR CREAM"" & CHIVE SPROUTED CASHEWS, ""SOUR CREAM"" & CHIVE"
342;Speer-Minze (Mentha spicata, engl.: spearmint);0;Gemüse;SIGHI_FoodList_2024-08-29_p14_r24;"173475|Minze, frisch|Spearmint, fresh ;; 172239|Krauseminze, getrocknet|Spearmint, dried ;; 168147|Vitales Weizengluten|Vital wheat gluten ;; 172761|Muffins, Englisch, Weizen|Muffins, English, wheat ;; 170187|Nüsse, Walnüsse, Englisch|Nuts, walnuts, english"
343;Wohlgemut, Oregano;0;Gemüse;SIGHI_FoodList_2024-08-29_p14_r25;"171328|Gewürze, Oregano, getrocknet|Spices, oregano, dried ;; 2146060|(MEXIKANISCHER) OREGANO, MEXIKANISCH|(MEXICAN) OREGANO, MEXICAN"
344;Acerola, Acerolapulver, Acerolakirsche, Azerola,;0;Früchte;SIGHI_FoodList_2024-08-29_p14_r27;"167806|Baobab-Pulver|Baobab powder ;; 170461|Tomatenpulver|Tomato powder ;; 171687|Acerolasaft, roh|Acerola juice, raw ;; 173429|Ei-Ersatz, Pulver|Egg substitute, powder ;; 171319|Gewürze, Chilipulver|Spices, chili powder"
345;Ananas;2;Früchte;SIGHI_FoodList_2024-08-29_p14_r31;"2346398|Ananas, roh|Pineapple, raw ;; 173944|Bananen, roh|Bananas, raw ;; 169665|Toppings, Ananas|Toppings, pineapple ;; 1105073|Bananen, überreif, roh|Bananas, overripe, raw ;; 169124|Ananas, roh, alle Sorten|Pineapple, raw, all varieties"
346;Andenbeere, Andenkirsche (Physalis peruviana);0;Früchte;SIGHI_FoodList_2024-08-29_p14_r32;"2346410|Himbeeren, roh|Raspberries, raw ;; 2346409|Erdbeeren, roh|Strawberries, raw ;; 167755|Himbeeren, roh|Raspberries, raw ;; 167762|Erdbeeren, roh|Strawberries, raw ;; 173946|Brombeeren, roh|Blackberries, raw"
347;Apfel;0;Früchte;SIGHI_FoodList_2024-08-29_p14_r33;"175032|Strudel, Apfel|Strudel, apple ;; 174988|Croissants, Apfel|Croissants, apple ;; 173469|Essig, Apfelessig|Vinegar, cider ;; 168816|Fruchtbutter, Apfel|Fruit butters, apple ;; 171688|Apfel, roh, mit Schale|Apple, raw, with skin"
